,gameDate,possessionTeam,defensiveTeam,defensiveTeamQt,ballCarrierDisplayName,heightInCm,weightInKg,position,ballCarrierAge,quarter,down,gameClock,gameClockInSeconds,yardsToGo,preSnapHomeScore,preSnapVisitorScore,signedScoreDiff,absoluteYardlineNumber,offenseFormation,offenseFormationQt,defendersInTheBox,prePenaltyPlayResult,playNullifiedByPenalty,playResult
2046,11/06/2022,ATL,LAC,18,Cordarrelle Patterson,188.0,107.95,RB,31.0,3,1,8:27,507,10,10,14,-4,57,PISTOL,4,8.0,7,N,7
2047,09/18/2022,NO,TB,30,Jarvis Landry,180.3,88.9,WR,29.0,3,1,3:57,237,10,3,3,0,53,SHOTGUN,5,6.0,8,N,8
2048,10/16/2022,NYG,BAL,3,Saquon Barkley,180.3,105.69,RB,25.0,3,1,9:41,581,10,7,13,-6,85,WILDCAT,7,8.0,6,N,6
2049,11/07/2022,NO,BAL,3,Alvin Kamara,177.8,97.52,RB,27.0,1,2,0:55,55,20,0,7,-7,100,SHOTGUN,5,6.0,12,N,12
2050,09/25/2022,ATL,SEA,28,Cordarrelle Patterson,188.0,107.95,RB,31.0,3,1,12:55,775,10,20,17,-3,65,I_FORM,2,6.0,5,N,5
2051,10/02/2022,BUF,BAL,3,Devin Singletary,170.2,92.08,RB,25.0,4,2,3:35,215,6,20,20,0,86,SINGLEBACK,6,7.0,4,N,4
2052,09/22/2022,CLE,PIT,27,Nick Chubb,180.3,102.06,RB,26.0,1,1,4:20,260,10,0,0,0,58,SHOTGUN,5,7.0,36,N,36
2053,10/16/2022,ARI,SEA,28,Eno Benjamin,177.8,95.25,RB,23.0,3,1,11:20,680,10,9,3,-6,45,SHOTGUN,5,6.0,1,N,1
2054,11/06/2022,NE,IND,14,Hunter Henry,195.6,113.4,TE,27.0,2,1,11:50,710,10,3,0,3,53,SINGLEBACK,6,6.0,3,N,3
2055,09/18/2022,ARI,LV,19,Marquise Brown,175.3,77.11,WR,25.0,5,1,7:40,460,15,23,23,0,61,SHOTGUN,5,5.0,8,N,8
2056,10/30/2022,SEA,NYG,24,Geno Smith,190.5,100.24,QB,32.0,2,3,13:23,803,8,0,0,0,98,SHOTGUN,5,5.0,6,N,6
2057,10/09/2022,HOU,JAX,15,Brandin Cooks,177.8,83.01,WR,29.0,1,2,14:56,896,10,0,0,0,85,SHOTGUN,5,6.0,4,N,4
2058,10/30/2022,CAR,ATL,2,Spencer Brown,182.9,99.79,RB,,1,3,7:34,454,12,0,0,0,84,SHOTGUN,5,6.0,7,N,7
2059,09/25/2022,JAX,LAC,18,James Robinson,177.8,99.79,RB,24.0,4,2,13:30,810,4,10,31,21,48,SHOTGUN,5,6.0,1,N,1
2060,10/16/2022,NE,CLE,8,Jakobi Meyers,188.0,90.72,WR,25.0,2,1,7:11,431,10,3,3,0,85,SINGLEBACK,6,8.0,20,N,20
2061,10/30/2022,CAR,ATL,2,Terrace Marshall,193.0,90.72,WR,,3,2,12:33,753,4,14,10,-4,42,SINGLEBACK,6,7.0,8,N,8
2062,09/12/2022,DEN,SEA,28,Javonte Williams,177.8,99.79,RB,,4,1,10:51,651,10,17,13,-4,67,SINGLEBACK,6,6.0,1,N,1
2063,09/18/2022,NE,PIT,27,Mac Jones,190.5,97.07,QB,,4,3,4:37,277,2,14,17,3,72,SHOTGUN,5,6.0,5,N,5
2064,10/02/2022,WAS,DAL,9,Antonio Gibson,188.0,100.24,RB,24.0,1,1,4:58,298,10,3,0,-3,48,SINGLEBACK,6,8.0,4,N,4
2065,09/18/2022,ARI,LV,19,Greg Dortch,170.2,78.47,WR,24.0,4,2,9:25,565,14,23,7,-16,45,EMPTY,1,6.0,10,N,10
2066,09/25/2022,ATL,SEA,28,Cordarrelle Patterson,188.0,107.95,RB,31.0,1,1,8:49,529,10,3,0,-3,65,I_FORM,2,8.0,4,N,9
2067,09/11/2022,PHI,DET,11,Jalen Hurts,188.0,98.88,QB,24.0,1,1,1:32,92,10,7,0,-7,83,SHOTGUN,5,7.0,2,N,2
2068,10/20/2022,ARI,NO,23,Zach Ertz,195.6,113.4,TE,31.0,2,3,3:51,231,7,6,14,-8,20,SHOTGUN,5,6.0,6,N,6
2069,09/11/2022,NYG,TEN,31,Saquon Barkley,180.3,105.69,RB,25.0,4,1,5:27,327,10,20,13,-7,37,SINGLEBACK,6,6.0,4,N,4
2070,10/10/2022,LV,KC,16,Josh Jacobs,177.8,99.79,RB,24.0,1,2,3:29,209,5,0,7,7,46,SINGLEBACK,6,7.0,1,N,1
2071,09/18/2022,SF,SEA,28,Trey Lance,193.0,102.51,QB,,1,3,12:36,756,6,0,0,0,44,PISTOL,4,6.0,7,N,7
2072,09/11/2022,NYJ,BAL,3,Braxton Berrios,175.3,86.18,WR,26.0,3,1,0:08,8,10,3,24,-21,62,SHOTGUN,5,5.0,12,N,12
2073,10/02/2022,BAL,BUF,4,Lamar Jackson,188.0,96.16,QB,25.0,4,2,11:13,673,13,20,20,0,39,SHOTGUN,5,6.0,5,N,5
2074,11/06/2022,NE,IND,14,Rhamondre Stevenson,182.9,111.58,RB,,3,2,7:16,436,5,13,3,10,48,SHOTGUN,5,5.0,6,N,6
2075,10/17/2022,DEN,LAC,18,Greg Dulcich,193.0,113.4,TE,,1,1,1:57,117,10,0,3,3,71,SHOTGUN,5,7.0,39,N,39
2076,09/11/2022,NYJ,BAL,3,Corey Davis,190.5,94.8,WR,27.0,4,1,6:59,419,20,3,24,-21,79,SHOTGUN,5,6.0,9,N,9
2077,09/11/2022,CLE,CAR,5,Jacoby Brissett,193.0,106.59,QB,29.0,4,2,12:11,731,8,14,20,6,83,SINGLEBACK,6,7.0,4,N,4
2078,09/18/2022,ARI,LV,19,Andre Baccellia,177.8,79.38,WR,,4,1,10:31,631,10,23,7,-16,41,SHOTGUN,5,5.0,1,N,1
2079,09/11/2022,TEN,NYG,24,Dontrell Hilliard,180.3,91.63,RB,27.0,2,3,9:26,566,6,10,0,10,72,SHOTGUN,5,6.0,1,Y,5
2080,10/30/2022,GB,BUF,4,Aaron Jones,175.3,94.35,RB,27.0,4,4,14:16,856,1,27,10,-17,84,I_FORM,2,8.0,-1,N,-1
2081,10/02/2022,SEA,DET,11,Geno Smith,190.5,100.24,QB,31.0,1,3,11:11,671,7,0,0,0,61,SHOTGUN,5,5.0,17,N,17
2082,10/30/2022,WAS,IND,14,Terry McLaurin,182.9,95.25,WR,27.0,2,1,12:54,774,10,3,0,-3,71,EMPTY,1,5.0,42,N,42
2083,09/18/2022,NO,TB,30,Michael Thomas,190.5,96.16,WR,29.0,4,1,3:39,219,10,3,20,-17,87,SHOTGUN,5,6.0,10,N,10
2084,10/30/2022,MIA,DET,11,Chase Edmonds,175.3,95.25,RB,26.0,1,2,11:41,701,5,7,0,-7,68,SINGLEBACK,6,7.0,8,N,8
2085,10/09/2022,MIA,NYJ,25,Tyreek Hill,177.8,83.91,WR,28.0,2,3,0:24,24,7,19,7,-12,77,SHOTGUN,5,6.0,10,N,10
2086,09/11/2022,CLE,CAR,5,Nick Chubb,180.3,102.06,RB,26.0,1,2,12:03,723,8,0,0,0,62,SHOTGUN,5,6.0,5,N,5
2087,09/25/2022,WAS,PHI,26,J.D. McKissic,177.8,88.45,RB,29.0,1,3,9:05,545,26,0,0,0,106,SHOTGUN,5,6.0,6,N,6
2088,10/09/2022,TEN,WAS,32,Ryan Tannehill,193.0,93.89,QB,34.0,2,2,6:11,371,5,10,7,-3,86,SHOTGUN,5,6.0,0,N,0
2089,09/25/2022,NE,BAL,3,Damien Harris,180.3,97.52,RB,25.0,3,1,14:05,845,10,13,14,-1,73,SINGLEBACK,6,8.0,10,N,10
2090,09/18/2022,IND,JAX,15,Ashton Dulin,185.4,97.52,WR,25.0,2,2,1:24,84,5,17,0,-17,40,SHOTGUN,5,6.0,12,N,12
2091,09/12/2022,SEA,DEN,10,Rashaad Penny,180.3,99.79,RB,26.0,2,2,4:50,290,7,10,10,0,82,SINGLEBACK,6,6.0,4,N,9
2092,10/02/2022,NYJ,PIT,27,Tyler Conklin,190.5,115.21,TE,27.0,4,3,2:00,120,6,20,17,-3,56,SHOTGUN,5,6.0,8,N,8
2093,10/23/2022,KC,SF,29,JuJu Smith-Schuster,185.4,97.52,WR,25.0,4,2,6:55,415,20,23,37,14,51,SHOTGUN,5,6.0,14,N,14
2094,09/11/2022,DAL,TB,30,Dalton Schultz,195.6,109.77,TE,26.0,1,1,14:56,896,10,0,0,0,96,SHOTGUN,5,6.0,7,N,7
2095,10/06/2022,DEN,IND,14,Melvin Gordon,185.4,97.52,RB,29.0,2,2,13:23,803,5,3,0,3,48,SINGLEBACK,6,6.0,4,N,4
2096,09/18/2022,NO,TB,30,Mark Ingram,175.3,97.52,RB,32.0,1,1,11:43,703,10,0,0,0,43,SINGLEBACK,6,7.0,3,N,3
2097,09/11/2022,PHI,DET,11,A.J. Brown,182.9,102.51,WR,25.0,3,2,14:18,858,11,14,24,10,93,SHOTGUN,5,6.0,5,N,5
2098,10/30/2022,ATL,CAR,5,Caleb Huntley,177.8,103.87,RB,,2,1,4:44,284,10,7,10,-3,24,PISTOL,4,8.0,5,N,5
2099,09/11/2022,CIN,PIT,27,Joe Mixon,185.4,99.79,RB,26.0,2,1,8:46,526,10,3,17,-14,35,SINGLEBACK,6,6.0,2,N,2
2100,10/16/2022,MIA,MIN,21,Jaylen Waddle,177.8,82.55,WR,,1,1,6:20,380,10,0,0,0,28,SHOTGUN,5,7.0,30,N,30
2101,11/06/2022,SEA,ARI,1,Kenneth Walker,177.8,95.25,RB,,3,2,6:38,398,9,14,10,-4,48,SHOTGUN,5,6.0,2,N,2
2102,09/18/2022,ATL,LA,17,Caleb Huntley,177.8,103.87,RB,,2,1,9:30,570,10,14,0,-14,35,PISTOL,4,7.0,3,N,3
2103,10/09/2022,JAX,HOU,13,James Robinson,177.8,99.79,RB,24.0,2,2,1:26,86,1,3,6,-3,61,SHOTGUN,5,6.0,10,N,10
2104,10/02/2022,ARI,CAR,5,James Conner,185.4,105.69,RB,27.0,1,1,6:28,388,10,0,0,0,76,I_FORM,2,8.0,4,N,4
2105,10/16/2022,PIT,TB,30,Najee Harris,188.0,104.33,RB,,2,3,0:36,36,10,10,6,4,96,SINGLEBACK,6,8.0,1,N,1
2106,09/15/2022,KC,LAC,18,Justin Watson,190.5,97.52,WR,26.0,3,1,2:14,134,15,14,17,-3,40,SHOTGUN,5,6.0,9,N,9
2107,10/09/2022,TEN,WAS,32,Derrick Henry,190.5,112.04,RB,28.0,3,1,1:35,95,2,17,14,-3,12,WILDCAT,7,6.0,1,N,1
2108,10/23/2022,NYG,JAX,15,Saquon Barkley,180.3,105.69,RB,25.0,2,1,13:23,803,10,11,7,-4,35,SHOTGUN,5,8.0,5,N,5
2109,10/02/2022,DET,SEA,28,Tom Kennedy,177.8,88.0,WR,26.0,2,2,3:41,221,23,9,24,-15,22,SHOTGUN,5,5.0,28,N,28
2110,09/11/2022,LAC,LV,19,Austin Ekeler,177.8,90.72,RB,27.0,3,3,8:59,539,5,17,10,7,50,SHOTGUN,5,4.0,5,N,5
2111,09/22/2022,CLE,PIT,27,Nick Chubb,180.3,102.06,RB,26.0,1,1,5:55,355,10,0,0,0,70,SINGLEBACK,6,8.0,1,N,1
2112,11/06/2022,MIN,WAS,32,T.J. Hockenson,195.6,112.49,TE,25.0,2,1,0:37,37,10,3,7,4,85,SHOTGUN,5,5.0,18,N,18
2113,10/30/2022,ARI,MIN,21,Eno Benjamin,177.8,95.25,RB,23.0,2,1,7:45,465,10,14,3,-11,61,SINGLEBACK,6,6.0,-1,N,-1
2114,09/25/2022,IND,KC,16,Nyheim Hines,175.3,89.81,RB,25.0,2,3,0:50,50,20,10,14,-4,85,SHOTGUN,5,5.0,1,N,1
2115,09/25/2022,SF,DEN,10,George Kittle,193.0,113.4,TE,28.0,2,2,0:56,56,10,3,7,4,21,SHOTGUN,5,6.0,3,N,3
2116,11/06/2022,BUF,NYJ,25,Isaiah McKenzie,172.7,78.47,WR,27.0,4,2,11:52,712,1,17,17,0,74,SHOTGUN,5,6.0,3,N,3
2117,10/16/2022,KC,BUF,4,JuJu Smith-Schuster,185.4,97.52,WR,25.0,2,1,2:27,147,10,7,3,4,74,SHOTGUN,5,6.0,13,N,13
2118,10/30/2022,LV,NO,23,Mack Hollins,193.0,100.24,WR,29.0,3,3,0:43,43,13,24,0,-24,85,SHOTGUN,5,5.0,14,N,14
2119,11/06/2022,JAX,LV,19,Travis Etienne,177.8,90.72,RB,,3,2,13:24,804,3,10,20,-10,31,SHOTGUN,5,8.0,2,N,2
2120,09/18/2022,WAS,DET,11,Curtis Samuel,180.3,88.45,WR,26.0,2,1,6:37,397,10,22,0,-22,37,SHOTGUN,5,6.0,4,N,4
2121,10/30/2022,BUF,GB,12,James Cook,180.3,86.18,RB,,4,1,10:56,656,7,27,10,17,17,SHOTGUN,5,6.0,4,N,4
2122,09/11/2022,LAC,LV,19,Austin Ekeler,177.8,90.72,RB,27.0,3,1,1:03,63,10,24,13,11,85,SINGLEBACK,6,6.0,2,N,2
2123,10/16/2022,BUF,KC,16,Khalil Shakir,182.9,86.18,WR,,2,1,0:28,28,10,7,3,-4,62,SHOTGUN,5,6.0,14,N,14
2124,10/02/2022,NO,MIN,21,Adam Trautman,198.1,114.76,TE,25.0,1,3,6:31,391,16,0,7,-7,91,EMPTY,1,3.0,12,N,12
2125,09/18/2022,CHI,GB,12,David Montgomery,177.8,100.7,RB,25.0,1,2,7:50,470,6,3,0,-3,43,SINGLEBACK,6,7.0,12,N,12
2126,10/30/2022,TEN,HOU,13,Derrick Henry,190.5,112.04,RB,28.0,4,2,11:59,719,8,3,14,11,21,SINGLEBACK,6,8.0,1,N,1
2127,10/09/2022,SEA,NO,23,Tyler Lockett,177.8,82.55,WR,30.0,2,1,0:20,20,10,17,13,-4,60,SHOTGUN,5,4.0,11,N,11
2128,10/30/2022,JAX,DEN,10,Zay Jones,188.0,90.72,WR,27.0,1,2,4:28,268,8,7,0,7,89,SHOTGUN,5,5.0,7,N,7
2129,10/23/2022,SF,KC,16,Christian McCaffrey,180.3,92.99,RB,26.0,2,1,7:05,425,10,13,14,-1,24,SHOTGUN,5,7.0,2,N,2
2130,11/06/2022,LAC,ATL,2,Michael Bandy,177.8,86.18,WR,,2,2,8:12,492,15,10,0,-10,51,SHOTGUN,5,6.0,6,N,6
2131,09/11/2022,CIN,PIT,27,Joe Mixon,185.4,99.79,RB,26.0,2,1,7:27,447,10,3,17,-14,46,SINGLEBACK,6,6.0,3,N,3
2132,09/18/2022,NYG,CAR,5,Saquon Barkley,180.3,105.69,RB,25.0,1,3,8:53,533,5,3,0,3,75,SHOTGUN,5,6.0,4,N,4
2133,09/25/2022,MIA,BUF,4,Raheem Mostert,177.8,89.36,RB,30.0,4,1,1:46,106,10,21,17,4,12,SINGLEBACK,6,7.0,-1,N,-1
2134,10/02/2022,DAL,WAS,32,Ezekiel Elliott,182.9,103.42,RB,27.0,2,2,4:24,264,7,6,7,-1,63,SINGLEBACK,6,6.0,6,N,6
2135,10/23/2022,DEN,NYJ,25,Jerry Jeudy,185.4,87.09,WR,23.0,1,2,14:06,846,7,0,0,0,30,SINGLEBACK,6,6.0,0,N,0
2136,09/18/2022,ATL,LA,17,KhaDarel Hodge,188.0,92.99,WR,27.0,4,2,9:37,577,10,31,10,-21,77,PISTOL,4,7.0,18,N,18
2137,09/25/2022,NYJ,CIN,7,Michael Carter,177.8,90.72,RB,,1,1,9:29,569,10,0,7,-7,40,SHOTGUN,5,8.0,2,N,2
2138,10/02/2022,CLE,ATL,2,Nick Chubb,180.3,102.06,RB,26.0,4,2,12:20,740,4,17,13,-4,79,SINGLEBACK,6,8.0,9,N,9
2139,10/16/2022,PHI,DAL,9,Boston Scott,167.6,92.08,RB,27.0,2,2,3:02,182,10,17,0,17,30,PISTOL,4,7.0,-3,N,-3
2140,10/09/2022,CHI,MIN,21,Khalil Herbert,175.3,96.16,RB,,2,1,7:20,440,10,21,3,-18,85,SHOTGUN,5,6.0,4,N,4
2141,11/06/2022,LA,TB,30,Darrell Henderson,172.7,90.72,RB,25.0,2,2,8:39,519,6,3,7,4,25,PISTOL,4,6.0,3,N,3
2142,11/06/2022,LV,JAX,15,Josh Jacobs,177.8,99.79,RB,24.0,4,1,14:52,892,10,24,20,-4,92,SHOTGUN,5,6.0,13,N,13
2143,11/06/2022,LAC,ATL,2,Austin Ekeler,177.8,90.72,RB,27.0,2,1,9:48,588,10,10,0,-10,59,SHOTGUN,5,6.0,13,N,13
2144,11/06/2022,BUF,NYJ,25,James Cook,180.3,86.18,RB,,1,1,0:31,31,10,3,7,4,35,SINGLEBACK,6,6.0,8,N,8
2145,09/19/2022,PHI,MIN,21,Zach Pascal,188.0,97.07,WR,27.0,2,3,7:01,421,12,14,7,7,85,SHOTGUN,5,6.0,6,N,6
2146,10/30/2022,HOU,TEN,31,O.J. Howard,198.1,113.4,TE,27.0,3,1,6:21,381,10,3,14,-11,80,I_FORM,2,7.0,24,N,24
2147,10/30/2022,NYG,SEA,28,Saquon Barkley,180.3,105.69,RB,25.0,2,2,5:55,355,1,7,0,-7,11,SINGLEBACK,6,9.0,1,N,1
2148,10/02/2022,GB,NE,22,A.J. Dillon,185.4,113.4,RB,24.0,3,1,10:40,640,10,7,10,-3,21,SHOTGUN,5,7.0,1,N,1
2149,10/09/2022,JAX,HOU,13,Zay Jones,188.0,90.72,WR,27.0,1,3,7:51,471,8,0,0,0,65,EMPTY,1,6.0,2,N,2
2150,10/16/2022,BUF,KC,16,Stefon Diggs,182.9,86.64,WR,28.0,3,2,8:28,508,5,10,10,0,75,SHOTGUN,5,6.0,13,N,13
2151,10/30/2022,MIA,DET,11,Tua Tagovailoa,185.4,98.88,QB,24.0,3,3,3:50,230,6,27,24,-3,57,SHOTGUN,5,5.0,18,N,18
2152,10/02/2022,PIT,NYJ,25,Kenny Pickett,190.5,99.79,QB,,3,3,7:22,442,1,6,10,-4,11,SINGLEBACK,6,9.0,1,N,1
2153,09/18/2022,CHI,GB,12,Justin Fields,190.5,101.15,QB,,4,4,8:13,493,1,24,10,-14,109,SHOTGUN,5,8.0,0,N,0
2154,10/23/2022,NYJ,DEN,10,Tyler Conklin,190.5,115.21,TE,27.0,4,1,7:49,469,20,9,13,4,63,EMPTY,1,5.0,3,N,3
2155,10/09/2022,JAX,HOU,13,Jamycal Hasty,175.3,92.99,RB,26.0,2,1,12:18,738,10,3,3,0,102,SHOTGUN,5,7.0,6,N,6
2156,10/02/2022,TEN,IND,14,Derrick Henry,190.5,112.04,RB,28.0,4,1,14:53,893,10,17,24,7,90,SINGLEBACK,6,7.0,-3,N,-3
2157,10/16/2022,ATL,SF,29,Caleb Huntley,177.8,103.87,RB,,1,1,5:41,341,10,7,0,7,62,PISTOL,4,8.0,1,N,1
2158,09/18/2022,DET,WAS,32,Josh Reynolds,190.5,88.9,WR,27.0,2,1,7:31,451,10,15,0,15,25,EMPTY,1,5.0,12,N,12
2159,11/06/2022,NYJ,BUF,4,Zach Wilson,188.0,94.35,QB,,4,2,1:57,117,8,17,17,0,102,SHOTGUN,5,6.0,6,N,6
2160,10/09/2022,TB,ATL,2,Cade Otton,195.6,113.4,TE,,2,1,4:41,281,10,7,0,7,37,SHOTGUN,5,6.0,7,N,7
2161,11/06/2022,CHI,MIA,20,Khalil Herbert,175.3,96.16,RB,,1,2,3:01,181,6,3,7,-4,75,I_FORM,2,7.0,4,N,4
2162,11/06/2022,GB,DET,11,Aaron Jones,175.3,94.35,RB,27.0,3,1,8:15,495,10,8,0,-8,64,SINGLEBACK,6,8.0,1,N,1
2163,10/02/2022,JAX,PHI,26,Jamycal Hasty,175.3,92.99,RB,26.0,3,2,7:51,471,8,20,14,-6,65,SINGLEBACK,6,6.0,15,N,15
2164,10/02/2022,HOU,LAC,18,Dameon Pierce,177.8,97.52,RB,,2,1,10:00,600,10,0,21,-21,85,I_FORM,2,8.0,75,N,75
2165,09/19/2022,PHI,MIN,21,Dallas Goedert,195.6,116.12,TE,27.0,1,1,1:28,88,10,7,0,7,41,SHOTGUN,5,6.0,5,Y,-5
2166,10/02/2022,NE,GB,12,Rhamondre Stevenson,182.9,111.58,RB,,4,1,15:00,900,10,17,17,0,76,SINGLEBACK,6,5.0,12,N,12
2167,11/06/2022,TEN,KC,16,Derrick Henry,190.5,112.04,RB,28.0,3,2,11:22,682,10,9,14,5,76,PISTOL,4,8.0,5,N,5
2168,10/30/2022,NE,NYJ,25,Damien Harris,180.3,97.52,RB,25.0,3,1,8:45,525,10,10,13,3,58,SHOTGUN,5,6.0,8,N,8
2169,10/23/2022,LAC,SEA,28,Isaiah Spiller,185.4,97.52,RB,,3,2,0:33,33,6,14,27,-13,39,SHOTGUN,5,6.0,-5,N,-5
2170,10/23/2022,KC,SF,29,Mecole Hardman,177.8,84.82,WR,24.0,2,1,7:17,437,10,13,7,-6,35,SINGLEBACK,6,6.0,25,N,25
2171,10/02/2022,WAS,DAL,9,Jahan Dotson,180.3,82.55,WR,,3,3,12:02,722,11,12,7,-5,46,EMPTY,1,5.0,2,N,2
2172,10/09/2022,BAL,CIN,7,J.K. Dobbins,177.8,97.07,RB,23.0,1,2,12:06,726,3,0,0,0,47,PISTOL,4,6.0,3,N,3
2173,09/25/2022,NE,BAL,3,Kendrick Bourne,185.4,92.08,WR,27.0,1,2,12:09,729,7,0,0,0,65,SHOTGUN,5,6.0,6,Y,-5
2174,09/19/2022,TEN,BUF,4,Treylon Burks,190.5,102.06,WR,,2,3,13:34,814,14,7,7,0,72,SHOTGUN,5,5.0,16,N,16
2175,10/30/2022,IND,WAS,32,Jonathan Taylor,180.3,100.24,RB,23.0,3,1,4:10,250,10,6,7,-1,44,SHOTGUN,5,6.0,8,N,8
2176,10/09/2022,BAL,CIN,7,Kenyan Drake,185.4,95.71,RB,28.0,4,1,11:52,712,10,13,10,3,33,PISTOL,4,7.0,6,N,11
2177,09/11/2022,NO,ATL,2,Alvin Kamara,177.8,97.52,RB,27.0,3,1,15:00,900,10,16,7,-9,85,SINGLEBACK,6,6.0,5,N,5
2178,10/02/2022,DAL,WAS,32,Tony Pollard,182.9,94.8,RB,25.0,3,1,11:22,682,10,12,7,5,95,SINGLEBACK,6,7.0,-7,N,-7
2179,09/29/2022,CIN,MIA,20,Hayden Hurst,193.0,111.13,TE,29.0,1,3,13:46,826,1,0,0,0,76,SHOTGUN,5,6.0,19,N,19
2180,10/09/2022,LA,DAL,9,Brandon Powell,172.7,85.73,WR,27.0,1,1,12:07,727,10,0,6,-6,72,SHOTGUN,5,6.0,1,N,1
2181,11/06/2022,SEA,ARI,1,Kenneth Walker,177.8,95.25,RB,,3,1,3:21,201,10,14,10,-4,97,SHOTGUN,5,7.0,4,N,4
2182,10/30/2022,NO,LV,19,Taysom Hill,188.0,100.24,TE,32.0,1,1,2:13,133,8,0,0,0,18,WILDCAT,7,5.0,5,N,5
2183,10/02/2022,MIN,NO,23,Dalvin Cook,177.8,95.25,RB,27.0,4,2,6:14,374,10,22,19,-3,61,SHOTGUN,5,6.0,0,N,0
2184,10/09/2022,CIN,BAL,3,Joe Mixon,185.4,99.79,RB,26.0,4,2,8:59,539,3,16,10,-6,42,SHOTGUN,5,6.0,10,N,10
2185,10/23/2022,NYJ,DEN,10,Michael Carter,177.8,90.72,RB,,2,1,2:00,120,25,9,7,-2,40,SHOTGUN,5,6.0,37,N,37
2186,10/02/2022,NYG,CHI,6,Saquon Barkley,180.3,105.69,RB,25.0,3,1,8:17,497,10,14,12,2,35,SINGLEBACK,6,7.0,4,N,4
2187,09/19/2022,MIN,PHI,26,Dalvin Cook,177.8,95.25,RB,27.0,3,2,12:29,749,4,24,7,-17,60,SINGLEBACK,6,6.0,6,N,6
2188,11/06/2022,TEN,KC,16,Derrick Henry,190.5,112.04,RB,28.0,4,2,12:18,738,6,9,17,8,56,SINGLEBACK,6,7.0,7,N,7
2189,10/30/2022,DAL,CHI,6,Tony Pollard,182.9,94.8,RB,25.0,2,1,12:42,762,10,14,7,7,62,SINGLEBACK,6,6.0,2,N,2
2190,10/02/2022,CLE,ATL,2,David Njoku,193.0,111.58,TE,26.0,1,1,12:37,757,10,0,0,0,41,EMPTY,1,5.0,20,N,20
2191,10/09/2022,LAC,CLE,8,Josh Palmer,188.0,95.25,WR,,2,2,11:13,673,7,14,10,-4,106,SHOTGUN,5,6.0,7,N,7
2192,10/02/2022,CAR,ARI,1,D.J. Moore,180.3,97.52,WR,25.0,4,4,6:04,364,7,10,26,-16,42,SHOTGUN,5,6.0,16,N,16
2193,10/09/2022,NYG,GB,12,Daniel Jones,195.6,99.79,QB,25.0,3,3,8:35,515,8,20,10,-10,32,SHOTGUN,5,6.0,3,N,3
2194,10/02/2022,MIN,NO,23,Adam Thielen,188.0,90.72,WR,32.0,1,1,4:40,280,10,0,7,7,54,I_FORM,2,7.0,15,N,15
2195,09/18/2022,BAL,MIA,20,Kenyan Drake,185.4,95.71,RB,28.0,1,1,2:38,158,10,7,0,7,96,SINGLEBACK,6,8.0,0,N,0
2196,10/09/2022,CHI,MIN,21,Equanimeous St. Brown,195.6,97.07,WR,26.0,3,2,14:18,858,7,21,10,-11,46,SHOTGUN,5,6.0,18,N,18
2197,09/19/2022,BUF,TEN,31,Dawson Knox,193.0,115.21,TE,25.0,2,3,1:53,113,6,10,7,3,101,EMPTY,1,4.0,5,N,5
2198,09/29/2022,CIN,MIA,20,Joe Mixon,185.4,99.79,RB,26.0,2,3,12:59,779,1,7,3,4,75,SHOTGUN,5,6.0,2,N,2
2199,09/18/2022,MIA,BAL,3,Jaylen Waddle,177.8,82.55,WR,,3,3,9:46,586,10,28,7,-21,45,SHOTGUN,5,6.0,11,N,11
2200,10/30/2022,ARI,MIN,21,Eno Benjamin,177.8,95.25,RB,23.0,4,4,2:45,165,4,34,26,-8,54,SHOTGUN,5,5.0,3,N,3
2201,10/02/2022,ATL,CLE,8,Cordarrelle Patterson,188.0,107.95,RB,31.0,1,1,2:52,172,10,3,0,3,79,I_FORM,2,8.0,-4,N,-4
2202,10/30/2022,LV,NO,23,Mack Hollins,193.0,100.24,WR,29.0,1,3,10:27,627,7,0,0,0,29,SHOTGUN,5,5.0,13,N,13
2203,10/02/2022,CAR,ARI,1,D.J. Moore,180.3,97.52,WR,25.0,4,2,6:31,391,10,10,26,-16,45,SHOTGUN,5,7.0,3,N,3
2204,10/02/2022,ARI,CAR,5,James Conner,185.4,105.69,RB,27.0,3,1,2:01,121,10,10,10,0,47,SINGLEBACK,6,6.0,5,N,5
2205,10/09/2022,NO,SEA,28,Marquez Callaway,188.0,92.53,WR,24.0,4,3,11:38,698,3,31,25,6,50,SHOTGUN,5,6.0,4,N,4
2206,09/11/2022,NYJ,BAL,3,Corey Davis,190.5,94.8,WR,27.0,3,2,0:33,33,10,3,24,-21,74,SHOTGUN,5,6.0,12,N,12
2207,09/25/2022,DEN,SF,29,Melvin Gordon,185.4,97.52,RB,29.0,4,1,4:56,296,5,5,10,-5,15,SHOTGUN,5,8.0,4,N,4
2208,10/09/2022,PIT,BUF,4,Najee Harris,188.0,104.33,RB,,1,1,9:21,561,10,7,0,-7,71,SHOTGUN,5,6.0,6,N,6
2209,09/11/2022,HOU,IND,14,Brandin Cooks,177.8,83.01,WR,28.0,1,1,5:13,313,10,0,3,-3,35,EMPTY,1,5.0,2,N,2
2210,10/30/2022,JAX,DEN,10,Travis Etienne,177.8,90.72,RB,,1,1,5:04,304,10,7,0,7,91,SHOTGUN,5,7.0,2,N,2
2211,10/30/2022,NE,NYJ,25,Rhamondre Stevenson,182.9,111.58,RB,,2,1,0:42,42,10,10,3,-7,50,PISTOL,4,6.0,15,N,15
